帧,流量,密度,平均速度,TPI
1712,29,1,18.0,3.2222222222222223
1745,35,8,31.69398009929707,1.6226605578550246
1778,43,9,31.47094684099185,1.1586914262005255
1811,56,9,27.84318495634561,0.8671011301584182
1844,55,5,16.30913954374802,0.9832746597910526
1877,60,4,36.0,0.23703703703703705
1910,67,5,36.0,0.14013266998341625
1943,66,5,26.1375,0.09390896047997913
1976,58,5,33.703125,0.016370118139817435
35,14,6,33.625,1.0876261285183217
70,17,1,36.0,0.47058823529411764
103,22,4,19.5625,1.0455997676444961
136,26,3,34.57655468743616,0.4360446902016375
169,31,3,34.33539126013137,0.36828359387316917
202,28,4,16.5,1.1082251082251082
235,30,4,34.96219339460163,0.6883626091486212
268,30,3,14.52284885937005,2.2217863023375344
307,29,4,27.83539126013137,1.9424539433251782
340,34,5,35.16396103067892,1.821718078731899
373,36,5,20.27607907856748,3.3564455579329757
406,39,6,25.72069652138587,2.4424110275660587
439,47,8,28.60070910160825,1.2512708658870573
472,56,9,29.10739318180543,0.8294407194783922
505,59,7,28.18653815221304,0.4810566647338956
538,57,5,23.2275,0.38671644130237337
571,52,1,36.0,0.15384615384615385
604,46,5,29.20479920934062,0.3349657919415993
637,40,2,36.0,0.23472222222222222
670,32,3,28.18189923958003,0.31935392017014813
703,24,1,14.5840773619725,0.8228151635625304
737,27,4,28.63054941852432,0.9339932793409528
770,29,3,27.53869969040247,1.2120873795817102
808,23,1,22.6875,3.0049107677566176
841,27,4,34.64791695717484,2.3281822906228804
874,37,9,29.66099814686007,2.3618238909964
907,47,8,29.4313395799066,1.389458230749223
940,54,10,27.90247797463431,0.8973051447186089
973,61,8,32.26429813645985,0.4918393820903857
1006,66,6,23.76985981308411,0.5622093049232185
1039,61,3,20.56710312523276,0.7715647829639014
1072,49,2,16.60211387339255,1.6619472041397123
1110,42,5,28.23413954374802,1.4184111750799546
1143,37,5,28.2,1.725129384703853
1176,35,7,32.4456279079119,1.585069383601928
1209,36,7,29.09834240737899,1.9550559991507475
1242,42,6,27.85699249015702,1.7504367989162606
1275,50,6,32.40625,1.344185149469624
1308,49,3,21.6,2.057823129251701
1341,53,8,26.47599880148745,1.4594920374369915
1374,57,7,27.17142857142857,1.1622115224970946
1407,51,5,30.0,1.0248366013071895
1440,51,6,26.44011275741935,0.9269931692969403
1473,49,3,15.23017442968503,1.4177012111305418
1506,53,6,24.99107142857143,1.4510842821223213
1539,41,4,21.0,2.845528455284553
1577,35,3,24.0,3.6214285714285714
1610,38,4,23.7449302699519,4.098381775280797
1643,45,9,21.21276698670605,4.056257465061872
1676,53,9,16.71819243519775,3.0900695490098
1709,60,8,24.68298704343541,1.3828688267456388
1742,65,6,23.33969549550883,1.1087086839630138
1775,64,4,24.92203158260396,0.9830659237708957
1808,63,4,27.73729940492872,1.0998884953635921
1841,53,6,22.79640110097763,1.590784035724
1874,48,5,29.16769563006568,0.8928256450887829
1907,47,7,25.1170501189892,0.6116045496937433
1940,48,7,27.81527470926216,0.25315826430870636
1973,45,5,24.82361348496678,0.044760248615053636
35,10,4,24.1875,3.646511627906977
68,15,4,26.81668193669628,2.406462271718453
101,24,3,34.90243902439025,1.1556021430235266
134,31,5,30.09375,1.3398988376377583
167,40,7,24.17274133295274,1.5078968288263883
200,47,5,28.8,0.9234633569739951
233,51,4,18.31968241836328,1.1323939774426013
266,49,5,23.92505976912418,0.9826602026705528
299,54,7,26.15972718241315,0.6243694064330313
332,53,4,19.2068927407629,0.7858813930171383
365,47,4,28.8125,0.5907601421516592
398,42,6,29.355,0.6488713693619161
435,39,2,15.46875,1.0741258741258741
468,37,4,19.22051815549834,1.3611580057574073
501,31,4,28.8,0.8086917562724013
534,33,3,16.2158797279965,1.3492199156493767
567,33,2,10.40416132261277,2.568902182358777
600,34,6,23.73067956032875,1.427786880482705
633,34,1,18.0,1.8823529411764706
670,34,5,24.4875,1.7511935861634087
703,34,5,19.84155778907142,2.3242956802628054
736,36,6,25.57615140172834,2.224294343403228
769,40,6,25.9016620668636,2.2315170297100138
802,41,5,32.925,1.8149156434616738
835,49,6,29.04567679008802,1.9237820287071654
868,53,9,26.03554767952368,1.77551152998005
901,64,10,31.14567322268864,0.843817046820325
934,75,8,25.81674257254957,0.8098104014445382
967,82,7,28.62991040668677,0.49070291482727313
1000,77,3,8.86875,1.4174972314507195
1036,68,3,21.9,0.7104485629868387
1069,64,7,22.9020659135639,0.8528160766681091
1102,49,2,16.18189923958003,1.4528705026248092
1135,33,4,23.70334554935702,1.4727495254372587
1168,29,5,17.07387637667664,1.95499309052188
1201,31,5,21.05216184187618,1.4832589016819966
1234,37,6,31.70598054022996,0.8251491269593901
1267,32,3,36.0,0.765625
1300,34,3,31.801045282862,0.7398942882354308
1333,38,4,28.50841121495328,0.598161414551327
1366,36,4,23.6625,1.0353935552033808
1399,41,5,27.82163954374802,0.6329517737396672
1432,36,2,26.3142033029329,0.6101478874629677
1467,35,2,14.4375,1.4288188002473716
1513,38,8,29.47357273597351,0.8642889831755894
1546,39,3,32.36112516514593,0.5720697416528481
1579,31,4,26.67248519907344,0.8731965696790126
1612,33,4,27.01841517857143,0.7267770336114099
1645,41,3,18.48189138495193,0.6756778631550897
1678,48,7,24.49727639767008,0.49155124313378534
1711,43,3,21.6738591206575,0.3626703058518641
1744,45,2,31.7644226399891,0.16930192116911158
1777,43,3,28.3125,0.2776323219877817
1810,40,5,31.275,0.46203037569944044
1843,38,1,20.7278684685618,0.9166403206782946
1876,31,1,36.0,0.5806451612903226
1909,29,4,31.61228764899602,0.6304837759310853
1942,30,5,22.18749306804626,0.5077935858780085
1975,37,7,27.33194786984198,0.09690669180483703
35,16,4,25.9635093167702,1.738016207649292
68,25,4,35.6355140186916,0.7273642800944136
101,31,5,27.43482086492118,0.602013372479351
134,35,4,33.0455440939603,0.560265724832461
167,41,3,33.39093162572357,0.6442526181383554
200,34,2,19.67909885937005,1.581253658066111
233,29,2,25.29203868098625,1.987813742620966
266,31,7,36.0,1.507168458781362
299,36,7,26.2466192741407,1.3229217012505703
332,37,6,20.44635028288859,1.057480739715029
365,40,6,26.90940575936273,0.6707691786809439
398,42,4,27.17911104312723,0.39421030722029565
431,41,3,24.6875,0.5058351343007101
483,34,1,11.34375,1.6801166747690812
523,31,3,21.64601934049313,1.1922031116653022
556,24,2,7.29203868098625,6.045405854508036
593,19,5,24.11457767446478,2.7282034366239722
626,22,4,24.075,2.960445577268007
659,25,4,22.17419596711568,3.4670930172175347
692,30,6,30.00226784512344,2.7220164518310153
725,30,3,14.15625,6.103311258278146
758,39,8,24.41719021866851,3.1944707520181415
791,44,8,32.45768880772335,1.7155201194907204
824,56,8,33.21475935684176,0.9677281354813181
857,67,8,28.45562207943925,0.7647414619543462
890,66,7,27.53057580174927,0.8024136236738446
923,67,4,15.23017442968503,1.536619635098352
956,61,4,29.2457961188976,0.9428285138726684
989,54,6,32.32980501392758,0.9634499229033278
1022,51,8,33.95962732919255,0.7806270564924642
1055,63,10,35.18944099378882,0.5196363957285323
1088,65,5,31.77144710317814,0.6052846497144775
1121,62,4,27.4375,1.2039091777500184
1154,64,2,27.4652163927223,1.4745924234091103
1187,61,6,31.12038805158952,1.858462223475277
1220,54,8,27.27128546445352,2.3956822064178604
1253,59,12,29.82982399734435,1.5557175149658404
1286,64,6,23.84677815077407,1.3419003522268802
1319,73,7,22.640625,1.317791202246235
1352,79,6,21.50557591559503,1.1312932989815019
1385,80,4,36.0,0.50625
1418,75,7,24.7321032701835,0.7288772196095119
1451,70,8,27.25521596834814,0.41931685450020234
1484,61,6,18.22469510179665,0.5199214463199144
1517,52,2,24.6842303176243,0.35058197247768313
1551,47,4,36.0,0.42671394799054374
1584,38,1,28.8705925862058,0.6581091102743104
1623,35,6,30.59353605237716,1.075857516369973
1656,32,4,33.84726224783863,0.9768146019582798
1689,35,6,28.65625,0.8793893129770992
1722,39,3,20.75735981308411,0.8918677847050287
1755,45,6,29.17184284965812,0.49362668221588757
1788,48,4,34.16293264993565,0.20612008748844723
1821,44,3,24.1875,0.4810899694620625
1854,37,4,22.88630551956508,0.46292288572034795
1896,30,2,5.109272691054685,1.3048171569191576
1931,26,2,0.0,1.0
1964,27,8,28.9215866779798,0.12549898005399346
